name,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
CLAUSSEN,95.98,0.14,0.61,0.32,1.22,1.74
PIERRELOUIS,1.16,85.45,0.23,0.14,10.56,2.46
EMBREY,90.56,4.49,0.46,0.69,1.53,2.26
FLEISCHMAN,96.32,0.32,0.55,0.17,0.87,1.77
DURSO,96.29,0.87,(S),(S),0.64,1.82
RANKINS,25.71,69.51,(S),(S),2.23,1.71
WHISENANT,91.8,4.58,0.2,1.04,1.13,1.25
LASKY,96.43,0.23,0.67,0.35,0.99,1.33
ASKINS,78.74,18.71,(S),(S),1.04,1.1
BURKES,45.44,50.64,0.23,0.67,1.45,1.57
ROCHELLE,69.38,25.74,0.61,0.73,1.68,1.86
RUPE,94.89,0.26,0.64,1.02,1.51,1.68
HEALD,95.21,0.73,0.49,0.73,1.07,1.77
JAGER,93.93,0.81,0.96,0.96,1.8,1.54
KREGER,96.75,0.17,0.35,0.58,1.13,1.02
MISHLER,96.14,0.38,0.58,0.84,0.99,1.07
PLAYER,62.21,33.9,0.38,0.49,1.54,1.48
HORWITZ,97.18,(S),0.52,(S),0.9,1.1
LINEHAN,95.79,0.49,0.75,0.29,1.42,1.25
JACOBI,95.32,0.73,(S),(S),1.37,2.29
MAINE,88.67,6.36,0.49,0.87,1.57,2.03
WIEST,96.98,0.23,0.32,0.38,0.84,1.25
OSTROM,95.7,0.15,0.55,0.41,1.69,1.51
JIMERSON,40.39,45.33,0.17,8.9,3.61,1.6
SEALY,54.55,38.06,0.47,0.93,2.18,3.81
ALVERSON,90.2,6.46,0.73,0.47,1.13,1.02
SENIOR,58.99,32.64,0.26,0.41,2.5,5.21
COLTER,59.34,36.15,0.17,0.49,2.18,1.66
HASSETT,96.86,0.26,0.41,0.29,0.87,1.31
MARINI,92.05,0.41,1.31,0,1.49,4.75
MCBRAYER,91.09,5.3,0.38,0.73,1.57,0.93
SCHLEICHER,96.77,0.23,0.44,0.15,1.08,1.34
ARZOLA,5.1,0.29,(S),(S),0.29,94.06
CONFER,95.08,1.57,0.26,0.96,1.31,0.82
FREDERICKSON,95.31,0.67,0.73,0.44,1.49,1.37
SOBEL,96.21,0.35,0.73,0.15,0.87,1.69
TADLOCK,91.96,3.73,0.41,1.02,1.49,1.4
BELMONTE,59.5,0.26,8.92,0.17,2.07,29.08
CLYDE,77.68,14.28,0.5,4.37,1.43,1.75
LEBRUN,83.33,10.96,0.41,0.35,2.39,2.56
ALLEYNE,2.65,87.11,0.35,0.38,4.49,5.01
HUSBAND,69.32,25.55,0.32,0.41,1.46,2.95
LOZOYA,3.12,0.26,0.15,0.17,0.23,96.06
TELLER,75.65,3.24,0.52,13.59,2.42,4.58
BRIGMAN,86.29,8.28,0.41,2.25,1.08,1.69
SECREST,93.06,3.59,0.44,0.5,1.23,1.2
KRAJEWSKI,97.69,0.15,0.44,0.15,0.58,0.99
NEIMAN,95.91,0.47,0.61,0.41,1.02,1.58
TRULL,93.05,3.77,0.18,0.26,1.28,1.46
VANHOOK,77.46,19.56,0.41,0.23,1.05,1.28
WATTERSON,88.29,6.74,0.26,1.31,1.14,2.25
BASKERVILLE,23.25,72.2,0.29,0.2,3.04,1.02
SOTOMAYOR,10.95,0.5,0.7,(S),(S),87.44
WOODRUM,95.59,1.49,(S),(S),0.82,1.43
ARP,94.92,1.58,0.79,0.53,0.82,1.37
FINKE,97.22,0.35,0.44,0.15,0.73,1.11
HEARNE,76.25,20.33,0.32,0.29,1.78,1.02
HOHMAN,96.29,0.47,0.32,0.56,1.2,1.17
DANKO,95.97,1.4,0.38,0.2,0.73,1.32
LAURIE,89.36,6.2,0.85,0.26,1.37,1.96
MAUK,95.09,1.17,1.29,0.32,0.88,1.26
CHMIELEWSKI,97.37,(S),0.18,(S),1.29,0.96
HUTT,85.24,11.34,0.53,0.38,1.52,0.99
LINDERMAN,95.7,0.38,0.64,0.73,1.11,1.43
SPRINGFIELD,58.81,36.25,0.44,0.88,1.96,1.67
KLIMEK,96.32,0.23,0.79,0.18,1.05,1.43
PHINNEY,94.85,1.29,0.79,0.18,1.17,1.73
LEBOEUF,95,1.55,0.32,0.67,0.91,1.55
MCGLONE,89.65,7.52,0.2,0.15,0.79,1.7
COGSWELL,93.3,1.87,0.91,0.67,1.4,1.84
HOLMQUIST,95.99,0.15,0.53,0.44,1.26,1.64
NICHOL,92.16,3.8,0.47,0.41,1.46,1.7
KLINK,96.81,0.29,0.61,0.18,0.67,1.43
DUNSTON,33.24,61.82,0.38,0.61,2.37,1.58
KRAWCZYK,96.9,(S),0.53,(S),1.05,1.17
DART,92.53,2.64,0.82,1.03,1.23,1.76
SMITHERMAN,83.66,13.3,0.47,0.38,1.32,0.88
WOODSIDE,86.2,10.66,0.32,0.41,1.17,1.23
GASCA,7.12,(S),(S),0.32,0.5,91.8
FOXWORTH,54.75,41.85,0.41,0.41,1.32,1.26
KAMMERER,96.16,(S),0.44,(S),1.06,2.11
SALA,74.91,0.91,4.13,2.93,2.81,14.3
AUER,95.69,0.35,0.53,0.18,1.17,2.08
PEGUES,14.69,80.04,0.56,0.23,2.67,1.82
BUKOWSKI,96.6,0.18,0.18,0.59,1.23,1.23
KOGER,75.54,21.03,0.35,0.41,1.38,1.29
SPITZ,96.42,(S),0.5,(S),1.23,1.32
BLOMQUIST,96.6,0.41,0.56,0.41,0.79,1.23
BOMAR,79.71,17.35,0.26,0.26,1.12,1.29
CREASY,93.34,3.46,0.26,0.5,1.12,1.32
HOLUB,97.03,(S),0.62,(S),0.59,1.41
GARRY,77.91,16.09,0.65,0.47,0.79,4.08
LONEY,78.65,15.89,0.65,0.97,1.73,2.11
CHEA,3,4.85,82.17,0.18,6.49,3.32
DUPUY,85.14,7.61,0.38,0.76,1.65,4.47
HABIB,59.67,3.88,22.03,(S),11.87,(S)
JULIUS,71.55,20.86,1.41,2.64,1.53,2
SEAVER,95.71,0.56,1.23,0.26,1.47,0.76
SOWARDS,95.92,1.2,0.15,0.71,0.94,1.09
BRAITHWAITE,65.34,29.81,0.44,0.29,2.32,1.79
FULKS,81.83,15.2,0.24,0.41,1.18,1.15
BRETZ,95.82,0.53,0.47,0.26,0.82,2.09
MCCAMMON,93.24,3.62,0.29,0.47,1.29,1.09
SEDILLO,10.65,0.24,1.09,1.06,0.74,86.24
CHIASSON,96,0.74,0.32,0.44,0.82,1.68
HORSTMAN,97.21,(S),0.68,(S),1.24,0.71
ONEY,90.59,5.06,0.41,1.32,1.27,1.35
MCCUSKER,96.76,(S),(S),0.29,0.79,1.82
WAITES,68.72,28.05,0.32,0.56,1.09,1.27
CONWELL,73.14,23.06,0.53,0.82,1.24,1.21
FENSKE,96.14,0.15,0.53,0.29,0.65,2.24
AGUINAGA,6.92,(S),(S),0.18,0.27,92.43
BILES,79.44,15.88,0.56,0.74,1.47,1.91
BROKAW,94.9,1.18,0.56,0.41,1.35,1.59
CLOYD,81.83,13.96,0.65,0.62,1.65,1.3
ASTORGA,5.24,0.32,2.45,0.15,0.53,91.31
DEMAIO,95.14,0.53,0.38,0.27,0.91,2.77
LIBERTY,90.39,3.92,0.62,1.56,1.74,1.77
BARTHEL,92.45,3.57,0.38,0.29,1.24,2.06
KAYSER,96.02,0.56,0.71,0.27,0.71,1.74
LENNOX,88.65,7.9,0.5,0.38,1,1.56
NEY,94.28,0.74,2.3,0.21,1.15,1.33
LISS,97.05,(S),0.5,(S),0.77,1.47
MATTOS,67.73,2.92,2.86,0.24,9.56,16.7
PITZER,96.28,0.83,0.47,0.59,0.77,1.06
PURSER,93.57,0.65,0.32,2.27,1.12,2.06
TRAUTMAN,96.99,0.62,0.15,0.27,0.71,1.27
BOBB,63.97,28.89,0.35,3.84,1.65,1.3
CLACK,72.71,23.72,0.35,0.5,1.33,1.39
SIAS,47.6,26.53,0.32,0.74,1.42,23.4
STOLLER,97.34,(S),0.38,(S),0.86,1.06
ROBILLARD,91.26,5.02,0.77,0.71,1.03,1.21
ALMODOVAR,6.58,1.36,2.6,(S),(S),88.66
CRIBB,88.96,8.33,0.15,0.59,0.62,1.36
DAIL,88.48,7.35,0.86,0.62,1.09,1.59
EBEL,95.84,0.15,0.65,0.38,1.06,1.92
ERICKSEN,97.11,(S),0.41,(S),1.3,0.86
GEIS,97.02,(S),0.47,(S),0.97,1.15
OYLER,96.25,0.15,0.35,0.71,1.06,1.48
CROPPER,74.3,20.44,0.44,0.41,2.19,2.22
EVERITT,93.71,2.75,0.35,0.21,1.54,1.45
MEISNER,95.92,(S),(S),0.56,1.21,1.95
FRITH,81.62,13.86,0.83,0.27,1.8,1.63
SKEENS,95.89,1.57,(S),(S),0.74,1.21
BRADDY,62.39,34.83,(S),(S),1.06,1.27
PRIVETT,90.72,5.23,0.44,0.65,1.45,1.51
BETHUNE,58.4,36.72,0.41,0.74,1.48,2.25
BOLICK,96.95,1.07,(S),(S),0.65,0.65
JEFFREYS,75.27,20.62,0.38,0.65,1.51,1.57
SEVERANCE,94.41,1.51,0.59,0.92,1.21,1.36
BONO,91.24,3.26,0.68,0.24,0.86,3.73
BROADBENT,95.95,0.86,0.53,0.24,1.12,1.3
BUZZARD,90.12,0.56,0.41,5.42,2.43,1.07
DELCID,3.4,0.47,0.36,0.21,0.59,94.97
ADDIS,93.72,2.13,0.68,0.38,1.63,1.45
JOHANNES,84.81,9.44,1.66,0.15,2.43,1.51
CASTORENA,7.14,(S),(S),0.41,0.3,91.92
SIMONSEN,95.59,(S),0.71,(S),1.39,1.81
TIMS,63.25,32.6,0.21,1.72,1.45,0.77
GLIDEWELL,95.17,0.5,0.15,0.47,1.54,2.16
MUI,3.7,0.77,92.45,0,2.04,1.04
OGILVIE,80.69,13.51,1.16,0.39,2.16,2.1
SOUKUP,97.3,(S),0.53,(S),0.89,0.8
REDWINE,74.73,19.05,(S),(S),2.1,2.1
SUNDAY,83.53,4.56,3.08,4.18,3.29,1.36
BORTON,83.9,3.82,1.07,0.77,0.89,9.55
RUDISILL,93.27,4.39,0.44,0.24,0.53,1.13
SCHUYLER,90.69,2.37,0.53,3.05,2.11,1.25
BECKFORD,12.61,77.4,0.24,0.33,4.33,5.1
APPLEWHITE,37.36,58.61,0.33,0.24,1.69,1.78
GARTON,93.68,1.42,0.27,0.65,0.95,3.03
GILKEY,67.54,27.06,0.42,0.8,2.43,1.75
PASCUA,10.89,0.39,75.43,0.21,7.21,5.88
ALSUP,86.76,8.34,0.56,1.45,2.14,0.74
HALTERMAN,96.35,0.33,0.5,0.27,1.1,1.45
DELREAL,4.04,(S),0.18,(S),0.24,95.34
HUBBLE,94.77,1.13,0.48,0.45,1.78,1.4
KROPP,97,(S),(S),0.56,0.74,1.22
QUIJADA,5.5,0.18,0.83,0.51,0.27,92.72
DUNKLE,95.78,0.54,0.54,0.39,1.43,1.34
LEMIRE,95.9,0.54,0.51,0.33,1.37,1.37
ATTAWAY,80.11,15.17,0.54,0.65,1.4,2.14
DUNKIN,86.77,8.15,0.42,0.92,1.99,1.75
LAMONTAGNE,94.35,2.11,0.54,0.15,1.25,1.61
PAULIN,71.13,10.82,1.46,0.27,1.67,14.66
BAUGHER,97.35,0.24,0.39,0.36,0.92,0.74
HORNBECK,92.98,3.27,0.42,0.83,1.4,1.1
NIEHAUS,98.87,(S),(S),(S),0.3,0.54
CANADAY,87.95,5.89,1.04,1.55,2.14,1.43
MANEY,85.75,6.9,0.71,3.69,2.05,0.89
NICE,95.63,1.13,0.45,0.24,1.19,1.37
TRIMMER,92.41,3.57,0.42,0.3,1.34,1.96
SCHMUCKER,98.3,(S),0.15,(S),0.68,0.68
TREXLER,97.92,0.24,0.27,0.3,0.45,0.83
EDINGER,97.35,0.21,0.42,0.18,0.95,0.89
MASSENGILL,90.77,5.89,0.63,0.42,1.25,1.04
ROWLETT,82.26,14.89,0.15,0.3,1.25,1.16
CAVINESS,77.28,16.91,0.27,1.49,2.32,1.73
KAM,15.43,(S),73.17,(S),7.83,2.71
CHESNUT,94.46,2.38,0.3,0.27,1.01,1.58
GIARDINA,96.34,(S),0.3,(S),1.13,1.97
SPAETH,96.78,(S),0.54,(S),1.25,1.01
BUCKLAND,94.25,1.46,0.66,0.42,1.64,1.58
GEBHART,96.6,0.21,0.36,0.24,0.83,1.76
JUMPER,78.87,11.95,0.39,6.94,1.22,0.63
MORANO,80.21,0.54,1.73,0.24,1.46,15.82
REINA,42.16,1.76,0.27,0.6,0.86,54.35
SALGUERO,5.1,0.57,0.51,(S),(S),93.41
NAVAS,15.08,(S),1.76,(S),1.31,80.83
SPRADLEY,73.58,22.54,0.18,0.45,1.88,1.37
THRIFT,93.26,3.73,0.21,0.33,1.31,1.16
AYER,92.31,2,1.79,0.27,1.22,2.42
BITNER,96.42,0.36,0.21,0.45,0.95,1.61
HARBER,93.11,3.76,0.3,0.27,0.86,1.7
LANDAVERDE,3.82,(S),0.24,(S),0.42,95.2
MCMILLION,73.84,23.6,0.42,0.27,0.92,0.95
DOLE,88.39,3.25,2.54,0.63,2.18,3.01
NAUGLE,96.24,1.34,0.27,0.21,0.78,1.16
SEAGRAVES,90.09,7.22,0.39,0.45,0.93,0.93
SMITHERS,81.19,15.28,(S),(S),1.55,1.31
CASTON,42.61,53.57,0.18,0.42,1.49,1.73
CAVALLARO,95.82,(S),0.36,(S),1.07,2.36
FRECHETTE,94.71,0.36,0.72,1.7,1.22,1.28
LAUREANO,8.12,(S),3.43,(S),1.34,86.26
WEEDEN,70.68,22.93,0.42,1.91,2.36,1.7
BATY,86.76,8.37,0.72,0.84,1.67,1.64
LOWRANCE,88.38,6.81,0.27,0.93,1.64,1.97
MANDELL,94.98,0.72,0.42,0.72,1.43,1.73
RONAN,91.24,1.08,0.9,0.24,0.54,6.01
ALATORRE,5.62,(S),(S),0.33,0.18,93.78
GIGLIOTTI,97.07,0.21,(S),(S),1.11,1.32
MARKOWSKI,96.92,(S),0.39,(S),1.17,1.29
MINES,52.53,43.53,(S),(S),1.91,1.38
ROSSITER,94.98,0.51,0.72,0.33,1.52,1.94
BERGE,95.28,0.84,0.45,0.3,1.02,2.12
HATTER,68.21,26.47,0.36,0.51,3.32,1.14
WEAKLEY,86.15,10.5,0.24,0.45,1.32,1.35
BORRERO,10.02,0.84,1.71,(S),(S),86.59
GLAZIER,93.63,2.48,0.45,0.87,0.84,1.74
LAVERGNE,72.62,22.05,0.48,0.45,0.99,3.41
INGHAM,93.27,2.9,0.39,0.39,1.5,1.56
MELTZER,96.38,(S),0.66,(S),1.23,1.38
RABINOWITZ,97.61,(S),0.48,(S),0.54,1.17
SICILIANO,94.7,(S),0.39,(S),0.96,3.62
SINES,95.21,1.35,0.54,0.51,1.47,0.93
CANAS,10.84,0.69,1.17,0.15,0.63,86.53
PERNA,94.55,(S),0.57,(S),1.29,3.32
DARE,85.38,4.61,5.78,0.72,1.26,2.25
STRUCK,93.92,0.33,0.48,0.36,0.9,4.01
NAY,84.45,2.49,7.22,1.32,1.83,2.7
SEVERINO,60.14,(S),2.4,(S),0.93,35.72
BOULDIN,62.29,34.08,0.45,0.18,1.86,1.14
MATHEWSON,92.84,2.25,0.69,0.21,1.83,2.19
TOPETE,3.21,(S),0.6,(S),0.24,95.68
BRUNETTE,92.17,0.9,0.21,2.94,2.01,1.77
SIN,6.09,1.68,87.08,0,3.3,1.86
ALESSI,95.77,(S),0.39,(S),0.66,2.7
BRICKEY,94.18,2.43,0.42,0.75,1.08,1.14
FERRIER,87.73,7.32,0.48,0.45,2.13,1.89
HENDREN,90.88,1.68,0.39,2.19,1.62,3.24
SCHEEL,95.98,0.33,0.42,0.18,0.9,2.19
STORER,95.08,0.54,0.69,0.6,1.23,1.86
HIBBERT,56.93,36.49,0.51,0.42,3.24,2.4
KLINGENSMITH,97.9,(S),(S),0.33,0.6,0.9
MATHERNE,97.18,0.18,0.18,1.08,0.72,0.66
MECHAM,96.28,0.24,0.48,0.66,1.32,1.02
SPIKER,96.34,0.63,0.33,0.3,1.5,0.9
BANKHEAD,40.92,54.31,0.27,0.42,2.55,1.53
BANNING,94.6,1.2,0.48,0.81,0.96,1.95
LEFEVER,96.04,0.75,0.75,0.3,0.84,1.32
ROAN,72.94,12.31,3.99,5.14,1.68,3.93
BRACK,84.11,10.21,0.96,0.6,1.8,2.31
DAVIE,72.06,24.31,0.39,0.42,1.5,1.32
PASCOE,90.84,4.24,(S),(S),1.74,2.28
SCHEID,96.06,(S),0.96,(S),1.47,0.99
JIM,9.5,1.5,14.82,69.04,2.58,2.55
REVIS,74.93,18.12,0.51,0.84,2.13,3.46
STRAHAN,88.58,7.97,0.54,0.45,1.05,1.41
TWEEDY,87.92,7.3,0.54,0.78,1.95,1.5
FERMIN,6.61,2.38,12.18,0.21,1.44,77.18
MOTES,88.97,5.14,0.39,1.38,1.44,2.68
OBRIAN,92.99,2.38,0.42,0.33,1.38,2.5
LOBO,20.57,2.35,19.16,1.56,9.62,46.74
PALMISANO,96.9,(S),0.24,(S),1.17,1.53
BYINGTON,92.18,0.3,0.39,3.55,1.2,2.38
FAUGHT,95.46,0.18,0.33,0.45,1.56,2.02
GARREN,95.55,0.69,0.36,0.69,1.02,1.68
HUNGERFORD,92.3,3.52,0.66,0.21,1.59,1.71
VANZANDT,87.88,7.79,0.54,0.69,1.11,1.99
GUST,94.34,1.08,0.21,1.87,0.66,1.84
HEATER,95.67,1.69,(S),(S),1.08,1.17
DELAY,87.75,7.1,0.51,1.35,1.29,1.99
KLINGLER,96.51,0.3,0.36,0.39,0.54,1.9
GAUGHAN,97.41,(S),0.54,(S),0.72,0.93
HENDLEY,78.5,19.15,0.24,0.33,0.87,0.9
THREATT,42.82,54.17,0.15,0.24,1.9,0.72
WEAR,93.26,3.01,0.36,0.75,1.2,1.42
KUNZE,96.11,(S),0.42,(S),1.23,1.72
HESSLER,95.72,0.21,0.48,0.57,1.21,1.81
LINDELL,95.93,1.18,0.57,0.57,0.96,0.78
MONTELEONE,96.6,(S),0.3,(S),1.33,1.57
PALAZZOLO,96.6,(S),0.45,(S),1.39,1.45
CAVALIER,83.27,10.07,0.54,0.63,1.51,3.98
PHARES,95.63,1.72,0.33,0.42,1.02,0.87
SHEAR,94.7,1.42,0.87,0.57,0.96,1.48
BENNING,72.99,23.21,0.33,0.24,2.11,1.12
URBANSKI,96.68,(S),0.51,(S),1.06,1.66
DARRAH,95.84,1.21,0.45,0.36,0.84,1.3
MOHN,93.64,2.8,0.72,0.39,1.18,1.27
VEREEN,22.86,73.85,0.21,0.18,1.57,1.33
WAGER,94.42,1.3,0.54,0.54,0.75,2.44
BEILER,98.76,0.18,(S),(S),0.24,0.63
HEDLUND,95.72,0.21,1.18,0.72,1.24,0.94
QUADE,95.14,0.72,0.33,1.42,0.78,1.6
WIECZOREK,97.56,(S),0.27,(S),0.75,1.36
CICERO,90.49,3.77,(S),(S),1.27,4.29
DUCOTE,95.92,1.39,0.15,0.82,0.91,0.82
HOEKSTRA,97.74,0.18,0.42,0.21,0.79,0.66
SCALF,97.19,0.39,(S),(S),0.94,1.06
HAVARD,89.19,7.73,0.3,0.21,1.03,1.54
BEACHAM,70.85,24.56,0.21,0.48,2.02,1.87
ESPIRITU,5.29,0.15,70.82,0.15,5.47,18.13
BOLGER,94.2,3.2,0.79,(S),(S),1
DICE,92.23,4.81,0.36,0.21,0.82,1.57
LEMMONS,85.55,10.49,0.48,0.73,1.24,1.51
SCHULLER,95.86,0.73,0.79,0.39,0.91,1.33
SILL,92.47,1.87,2.33,0.33,1.6,1.39
ORLOWSKI,97.91,(S),0.33,(S),0.91,0.54
LAINE,86,9.32,0.39,0.3,1.48,2.51
LUNDEEN,97.19,0.18,0.54,0.39,0.82,0.88
RAKES,93.86,2.87,0.18,0.33,1.3,1.45
STANFILL,93.71,1.33,0.39,0.45,1.88,2.24
STECK,95.8,0.48,(S),(S),1.21,2.06
DURRETT,80.88,15.1,0.36,1.21,1.39,1.06
HAVILAND,95.64,0.39,0.67,0.61,0.88,1.82
NAUMANN,96.55,(S),0.48,(S),0.97,1.48
AMOROSO,90.61,(S),3.42,(S),1.63,2.69
DONAHOE,95.4,1.54,0.54,0.15,0.97,1.39
FRANCK,91.77,4.24,0.58,0.21,1.21,2
REIF,94.28,2.15,0.51,0.39,1.6,1.06
BELKNAP,96,0.18,0.3,0.88,0.73,1.91
PERROTTA,95.97,(S),0.18,(S),1.03,2.57
TOLLE,96.03,0.48,0.27,0.36,1.18,1.67
DOUGAN,90.88,4.33,0.73,0.42,2.12,1.51
HEYER,93.06,1.39,1.15,0.73,1,2.67
FRAKES,94.18,1.76,0.52,0.45,1.67,1.42
LEATH,66.18,30.12,0.48,0.45,1.55,1.21
POTEAT,64.82,32.55,0.3,0.36,1,0.97
GRANILLO,7.58,(S),(S),1.64,0.58,89.88
MARINE,63.44,11.79,2,1.3,4.88,16.58
VIOLETTE,95.51,0.48,0.55,0.36,1.09,2
ZELLNER,83.54,13.4,(S),(S),1.36,1.03
DIDONATO,96.94,(S),0.36,(S),0.7,1.76
FONTANEZ,6.37,0.88,(S),(S),0.61,91.72
BRADBERRY,78.47,18.11,0.21,0.82,1.55,0.85
MORMAN,57.6,39.31,0.15,0.33,1.33,1.27
MENTZER,97.75,0.24,0.36,0.24,0.82,0.58
LAMOUREUX,96.97,(S),0.39,(S),1.03,1.18
CATANIA,93.59,(S),0.88,(S),1.7,3.64
SABATINO,95.08,0.46,0.82,0,1.55,2.09
WENNER,96.63,0.55,0.52,0.24,0.88,1.18
ANTONUCCI,97.36,(S),0.3,(S),0.7,1.55
HEPBURN,64.75,32.03,(S),(S),1.82,0.94
LOSEY,94.77,1.43,0.61,0.67,1.15,1.37
PASTRANA,6.38,0.21,6.2,0.18,0.97,86.05
SHENK,96.35,0.27,1.15,0.33,0.61,1.28
EGGER,94.89,0.67,0.46,0.46,1.12,2.4
HIGBEE,94.16,0.97,0.46,0.88,1.82,1.7
ADAMES,6.33,1.55,0.49,0.3,0.55,90.78
REEP,87.99,8.18,0.49,0.55,1.52,1.28
CAVALLO,91.54,0.37,0.21,0.21,1.37,6.3
BRIDWELL,92.09,3.74,0.3,0.94,1.61,1.31
EVERETTE,47.98,47.79,0.37,0.52,1.67,1.67
PEET,85.57,9.35,0.85,0.67,1.28,2.28
POOR,93.94,0.58,0.79,1.52,1.52,1.64
VILLALBA,6.7,0.3,1.16,0.18,0.21,91.45
ARNEY,94.21,1.71,0.46,0.43,1.52,1.67
MARROW,44.05,50.87,0.27,0.76,1.68,2.38
SHARON,88.82,4.51,1.55,0.7,1.86,2.56
TOWERY,93.82,1.64,0.18,0.94,1.68,1.74
TRAINER,92.05,5.12,0.34,0.37,0.91,1.22
CUMMING,87.63,8.07,0.55,0.85,1.07,1.83
RIMMER,80.62,16.64,(S),(S),1.04,1.34
FELT,94.79,1.86,0.37,0.58,0.94,1.46
GARRARD,89.18,6.34,0.52,0.3,2.35,1.31
PARRETT,90.25,4.48,0.7,1.49,1.8,1.28
PINTER,95.82,0.46,(S),(S),0.82,2.44
STANGER,95.28,0.24,0.27,2.1,1.13,0.98
BENEDETTO,95.24,0.37,0.34,0.15,0.95,2.96
LINGENFELTER,97.47,(S),(S),0.43,0.61,1.22
BILLY,38.61,14.09,0.64,41.57,2.53,2.56
RESCH,96.77,0.4,0.43,0.34,0.85,1.22
CALDERONE,90.76,(S),0.46,(S),1.01,7.32
MIKESELL,94.81,0.24,1.46,0.18,1.43,1.86
OSTERMAN,95.36,0.43,0.58,0.27,1.53,1.83
REDFERN,81.7,12.36,0.52,1.22,2.23,1.98
TRUEBLOOD,86.3,6.83,0.49,2.68,1.8,1.89
PLACENCIA,5.98,0.21,0.31,0.58,0.85,92.07
VARNADO,46.9,49.4,0.15,0.34,1.34,1.86
WAMSLEY,95.45,1.25,0.61,0.58,1.19,0.92
WARR,71.07,25.42,0.34,0.43,1.07,1.68
HARSHBARGER,97.19,0.15,0.46,0.24,0.85,1.1
TOPPING,85.8,7.97,0.49,2.11,2.14,1.5
DECOSTA,71.99,10.42,4.31,0.49,6.41,6.38
FELTNER,96.88,0.49,0.37,0.18,1.19,0.89
TART,74.65,22.72,0.18,0.4,1.01,1.04
BLUMBERG,95.39,0.27,0.24,0.15,0.98,2.96
CULLEY,84.36,9.93,0.31,1.71,1.77,1.92
SHAIKH,5.26,0.7,82.89,0.18,9.59,1.37
BORK,96.12,0.58,0.4,0.61,1.01,1.28
THIBEAULT,97.37,(S),0.24,(S),0.86,1.31
STOLZ,96.51,0.34,0.76,0.15,1.1,1.13
RAMSDELL,94.53,1.07,0.43,0.95,1.62,1.41
TEDFORD,90.15,7.37,0.21,0.15,1.01,1.1
DAVES,83.88,11.93,0.24,0.34,1.71,1.9
NOTO,94.31,0.46,1.56,0,1.04,2.63
POULSON,87.21,9.88,0.46,0.34,1.13,0.98
ALTIERI,93.76,0.55,0.28,0,0.7,4.71
GRAFTON,87.91,9.06,0.18,0.37,0.98,1.5
HARTLINE,96.45,(S),(S),0.61,1.04,1.44
KISNER,94.92,1.87,0.34,0.37,1.47,1.04
MENDOSA,6.12,0.76,1.25,(S),(S),91.06
REMY,62.64,27.51,0.86,0.52,4.99,3.49
ANSARI,29.14,7.59,49.95,0.21,11.57,1.53
CRIPE,96.82,0.28,0.28,0.24,0.89,1.5
HARTFIELD,42.36,53.75,0.21,0.52,1.93,1.22
MULVANEY,95.78,0.73,0.4,0.28,0.89,1.93
SHER,90.08,0.64,6.37,0.21,1.84,0.86
WATHEN,94,2.63,0.34,0.18,0.95,1.9
WHITTON,94.73,1.9,0.37,0.15,1.56,1.29
EISELE,96.63,0.18,0.64,0.55,0.83,1.16
HINOJOS,6.16,(S),(S),0.55,0.4,92.68
BACKER,91.67,4.47,0.52,0.55,1.29,1.5
SCHUETZ,96.94,(S),0.55,(S),0.89,1.19
SPEAKS,62.9,31.16,0.46,1.26,2.45,1.78
MARCOS,24.06,0.89,16.21,0.28,2.97,55.59
MASK,74.62,20.84,0.43,0.67,1.78,1.65
NOVOA,8.24,0.31,0.4,0.18,0.34,90.53
OBOYLE,97.3,(S),0.31,(S),1.13,1.16
KIRCHER,96.29,0.58,0.49,0.18,1.04,1.41
STANG,94.42,1.35,1.81,0.18,0.89,1.35
SCALA,95.8,(S),0.43,(S),0.95,2.61
SIBERT,76.42,19.78,0.21,0.43,1.53,1.63
HALVORSEN,95.58,(S),0.67,(S),1.5,2.06
HENDON,76.38,18.31,0.25,1.87,1.53,1.66
MONTALBANO,95.12,(S),0.58,(S),1.13,2.85
ZACARIAS,5.31,0.61,2.98,0.21,0.61,90.28
ZERMENO,5.09,(S),0,0.4,(S),94.26
BINION,55.69,39.37,0.71,0.71,2.24,1.29
GRAMS,96.23,0.89,0.37,0.52,0.8,1.2
HORNBERGER,96.23,1.23,0.28,0.18,0.86,1.23
VANCAMP,96.81,0.52,0.64,0.25,0.92,0.86
DEWALD,97.36,0.15,0.37,0.25,0.95,0.92
RIVES,77.01,11.23,0.37,0.28,0.89,10.22
SANKEY,67.07,28.33,0.68,1.78,1.35,0.8
KLEINMAN,96.87,0.25,0.4,0.18,0.58,1.72
FALCONER,76.04,18.55,0.49,0.55,2.36,2
RUMPH,34.98,62.78,(S),(S),0.92,1.04
DEPASQUALE,96.87,(S),0.22,(S),0.71,2.12
GAMINO,7.31,(S),1.84,(S),0.49,90.02
MATUS,51.18,0.4,0.71,4.18,2.24,41.29
OLMSTED,96.59,(S),0.74,(S),0.92,1.17
SPINNER,74.62,22.03,0.22,0.25,1.81,1.08
SWETT,90.48,3.5,0.46,2.95,1.41,1.2
ABSHER,96,0.43,0.34,0.68,1.38,1.17
CULLER,82.24,15.03,0.28,0.15,1.26,1.04
FRYMAN,96.56,1.01,(S),(S),1.2,1.05
CARLYLE,82.38,12.64,0.46,1.57,1.66,1.29
